0.01	-0.77	0.72	0.74	0.23	-0.92	63.12	-250.00	75.59
0.05	-0.74	0.70	0.72	0.11	-0.73	114.78	-250.00	35.83
0.14	-0.68	0.70	0.69	0.10	-0.75	191.70	-250.00	2.61
0.19	-0.65	0.70	0.52	0.15	-0.78	250.00	-250.00	-28.13
0.23	-0.59	0.70	0.29	0.34	-1.03	250.00	-250.00	-63.04
0.22	-0.54	0.69	0.28	0.35	-1.15	250.00	-246.67	-84.99
0.21	-0.52	0.67	0.23	0.40	-1.31	250.00	-234.25	-93.63
0.20	-0.47	0.67	0.16	0.41	-1.35	250.00	-215.34	-100.60
0.23	-0.40	0.70	-0.03	0.47	-1.48	250.00	-197.90	-112.83
0.23	-0.36	0.72	-0.25	0.63	-1.57	250.00	-191.10	-125.03
0.21	-0.28	0.74	-0.48	0.79	-1.63	250.00	-188.03	-141.37
0.21	-0.23	0.77	-0.67	1.11	-1.59	181.95	-177.47	-160.69
0.22	-0.20	0.77	-0.55	1.26	-1.46	129.40	-162.57	-190.08
0.23	-0.14	0.82	-0.50	1.29	-1.37	96.82	-140.72	-223.44
0.24	-0.12	0.83	-0.47	1.34	-1.28	85.34	-112.41	-250.00
0.27	-0.09	0.86	-0.71	1.36	-1.15	86.83	-65.74	-250.00
0.29	-0.09	0.90	-0.94	1.33	-1.10	91.69	-1.85	-250.00
0.29	-0.09	0.90	-1.41	1.27	-0.82	88.79	63.04	-250.00
0.29	-0.12	0.95	-1.54	1.24	-0.68	71.91	121.45	-250.00
0.36	-0.18	1.03	-1.61	1.00	-0.25	51.06	175.79	-250.00
0.39	-0.23	1.08	-1.86	0.72	-0.05	-6.27	228.69	-250.00
0.37	-0.27	1.10	-2.00	0.21	0.26	-75.44	250.00	-250.00
0.31	-0.34	1.10	-2.00	-0.13	0.69	-152.08	250.00	-250.00
0.29	-0.41	1.08	-2.00	-0.58	1.16	-250.00	250.00	-209.31
0.33	-0.41	1.07	-2.00	-1.27	1.03	-250.00	250.00	-64.87
0.36	-0.39	1.05	-1.41	-2.00	2.00	-250.00	250.00	109.15
0.29	-0.42	1.02	0.20	-2.00	2.00	-250.00	194.67	250.00
0.09	-0.45	0.90	1.62	-2.00	2.00	-250.00	55.57	250.00
0.08	-0.47	0.90	2.00	-1.69	1.85	-200.10	0.33	250.00
0.13	-0.54	0.92	2.00	-1.41	0.68	-50.10	-75.28	250.00
