-0.36	-1.18	1.16	-0.09	-0.67	1.29	-104.33	-72.28	-162.15
-0.36	-1.21	1.20	-0.15	-0.70	1.31	-106.54	-82.21	-157.98
-0.36	-1.25	1.22	-0.21	-0.71	1.31	-113.62	-93.87	-150.71
-0.36	-1.25	1.22	-0.15	-0.70	1.29	-114.92	-103.31	-140.82
-0.34	-1.22	1.20	-0.14	-0.71	1.27	-117.42	-110.94	-135.33
-0.34	-1.20	1.18	-0.08	-0.72	1.25	-109.02	-115.34	-131.22
-0.34	-1.20	1.17	-0.07	-0.75	1.26	-95.15	-118.90	-132.60
-0.35	-1.22	1.13	-0.03	-0.75	1.27	-74.17	-120.23	-136.28
-0.31	-1.25	1.09	-0.05	-0.77	1.28	-59.59	-121.88	-139.66
-0.31	-1.29	1.05	-0.11	-0.81	1.29	-51.04	-124.98	-140.80
-0.32	-1.31	1.02	-0.14	-0.83	1.28	-42.66	-125.49	-141.50
-0.33	-1.26	0.86	-0.14	-0.84	1.24	-19.64	-131.56	-145.59
-0.30	-1.28	0.75	-0.14	-0.79	1.24	-31.78	-113.38	-140.50
-0.25	-1.31	0.75	-0.12	-0.84	1.25	-17.86	-102.17	-151.15
-0.25	-1.38	0.77	-0.26	-0.84	1.33	-43.35	-85.70	-155.50
-0.14	-1.49	0.75	-0.20	-0.92	1.45	-42.69	-69.99	-152.21
-0.14	-1.60	0.74	-0.23	-0.93	1.51	-56.51	-48.20	-139.38
-0.14	-1.70	0.67	-0.20	-0.97	1.61	-84.12	-29.35	-121.42
-0.15	-1.69	0.57	-0.14	-1.07	1.65	-114.95	-7.45	-90.41
-0.18	-1.57	0.54	0.11	-1.14	1.60	-140.84	10.60	-62.48
-0.20	-1.49	0.54	0.31	-1.15	1.58	-156.40	21.22	-44.32
-0.28	-1.34	0.54	0.50	-1.15	1.55	-149.87	21.15	-37.36
-0.34	-1.22	0.54	0.56	-1.10	1.54	-130.51	22.71	-47.91
-0.34	-1.15	0.59	0.58	-1.04	1.43	-91.20	21.89	-59.75
-0.34	-1.08	0.65	0.43	-0.99	1.28	-77.47	24.32	-81.54
-0.34	-1.05	0.66	0.45	-0.90	1.15	-76.83	9.35	-89.74
-0.34	-1.12	0.63	0.46	-0.87	1.11	-90.82	11.32	-96.12
-0.32	-1.14	0.65	0.55	-0.84	1.11	-102.90	12.15	-101.79
-0.33	-1.15	0.65	0.58	-0.84	1.14	-120.61	19.22	-113.14
-0.39	-1.14	0.66	0.63	-0.91	1.17	-131.97	19.48	-120.07
-0.43	-1.19	0.67	0.67	-0.95	1.21	-124.92	15.18	-122.88
-0.43	-1.35	0.72	0.57	-0.96	1.29	-111.44	9.30	-134.41
-0.33	-1.27	0.74	0.19	-0.77	1.23	54.24	-90.89	-149.39
-0.35	-1.28	0.74	0.22	-0.68	1.26	37.72	-79.48	-146.94
-0.36	-1.30	0.75	0.18	-0.65	1.29	6.42	-67.92	-145.29
-0.39	-1.28	0.75	0.23	-0.65	1.31	-6.97	-58.16	-139.01
-0.34	-1.24	0.76	0.24	-0.65	1.32	-14.98	-47.46	-137.77
-0.38	-1.24	0.76	0.24	-0.66	1.34	-26.61	-35.87	-137.54
-0.41	-1.26	0.75	0.21	-0.68	1.36	-37.99	-28.74	-136.66
-0.42	-1.24	0.76	0.22	-0.69	1.39	-36.57	-16.67	-135.27
-0.40	-1.24	0.78	0.17	-0.72	1.42	-38.51	-7.16	-132.97
-0.39	-1.27	0.79	0.16	-0.71	1.43	-42.62	1.27	-131.30
-0.37	-1.27	0.80	0.14	-0.73	1.44	-46.65	8.97	-126.60
-0.36	-1.31	0.79	0.15	-0.75	1.45	-45.04	19.49	-124.98
-0.36	-1.38	0.78	0.13	-0.77	1.49	-44.14	29.35	-123.76
-0.40	-1.44	0.76	0.13	-0.77	1.50	-40.14	37.02	-123.73
-0.43	-1.43	0.75	0.09	-0.80	1.53	-34.26	44.37	-120.60
-0.44	-1.41	0.75	0.01	-0.81	1.54	-27.03	49.23	-119.09
-0.46	-1.32	0.75	-0.03	-0.83	1.49	-36.13	53.22	-119.58
-0.45	-1.33	0.77	-0.05	-0.90	1.48	-29.95	59.82	-120.13
-0.43	-1.41	0.77	-0.02	-0.87	1.45	-19.47	68.70	-129.81
-0.36	-1.55	0.76	-0.19	-0.93	1.49	-9.45	64.24	-137.19
-0.33	-1.37	0.84	-0.43	-0.97	1.45	-32.81	50.15	-136.58
-0.31	-1.11	0.96	-0.38	-0.94	1.32	-61.42	29.74	-125.95
-0.27	-1.06	1.12	-0.21	-0.81	1.21	-63.42	18.17	-120.22
-0.29	-1.15	1.17	-0.08	-0.73	1.15	-47.68	11.37	-124.66
-0.31	-1.28	1.09	-0.06	-0.68	1.11	-16.83	4.10	-131.98
-0.38	-1.37	1.02	-0.13	-0.66	1.06	-1.66	8.18	-143.41
-0.45	-1.43	1.02	-0.31	-0.66	1.05	-6.26	0.17	-145.86
-0.46	-1.43	1.03	-0.36	-0.65	1.06	-30.72	-7.60	-144.32
-0.45	-1.39	1.02	-0.40	-0.66	1.06	-54.70	-15.27	-144.44
-0.42	-1.33	1.05	-0.32	-0.67	1.07	-66.80	-20.09	-143.31
-0.47	-1.28	1.11	-0.23	-0.65	1.08	-68.25	-25.51	-142.93
-0.42	-1.22	1.08	-0.21	-0.65	1.07	-62.07	-36.32	-138.57
-0.56	-1.21	1.26	-0.36	-0.81	1.26	-112.97	5.48	-133.56
-0.56	-1.21	1.26	-0.28	-0.80	1.24	-115.16	3.86	-131.18
-0.53	-1.18	1.25	-0.22	-0.80	1.22	-97.57	4.11	-130.17
-0.47	-1.12	1.23	-0.14	-0.74	1.20	-85.23	16.21	-132.28
-0.44	-1.10	1.22	-0.10	-0.72	1.17	-79.20	22.51	-130.36
