1.06	-0.53	0.22	-0.72	-0.13	1.42	-103.52	125.29	230.98
1.00	-0.45	0.21	-0.51	-0.18	1.29	-109.70	117.53	250.00
0.99	-0.47	0.20	-0.39	-0.14	1.24	-81.33	117.08	250.00
1.03	-0.56	0.10	-0.38	-0.07	1.13	-75.51	108.20	250.00
1.04	-0.52	0.01	-0.34	-0.02	0.99	-61.49	97.34	250.00
1.23	-0.53	-0.04	-0.30	0.05	0.91	-65.48	84.18	250.00
1.25	-0.61	0.04	-0.26	0.07	0.86	-67.22	71.79	250.00
1.26	-0.46	0.02	-0.11	0.14	0.74	-55.35	69.76	250.00
1.29	-0.45	0.02	-0.02	0.21	0.75	-38.70	55.92	250.00
1.27	-0.38	0.00	-0.11	0.16	0.74	-13.68	33.95	250.00
1.21	-0.38	-0.02	-0.19	0.15	0.70	-42.44	27.13	250.00
1.09	-0.34	-0.06	-0.15	0.10	0.57	-49.45	-4.37	250.00
1.04	-0.30	-0.11	-0.07	0.15	0.56	-42.31	-2.14	250.00
1.08	-0.33	-0.10	0.01	0.25	0.58	-10.55	-17.12	250.00
1.09	-0.30	-0.05	0.22	0.15	0.53	17.95	-28.07	250.00
1.13	-0.36	-0.02	0.27	0.16	0.47	59.99	-26.38	249.48
1.19	-0.30	-0.02	0.18	0.22	0.34	99.38	-29.54	250.00
1.13	-0.45	0.04	0.19	0.18	0.29	104.36	-31.55	234.78
1.17	-0.41	-0.01	0.19	0.25	0.29	91.79	-39.14	233.81
1.08	-0.68	0.05	0.32	0.18	0.28	95.85	-41.92	220.28
1.01	-0.35	0.01	0.38	0.29	0.23	111.19	-53.08	209.83
1.06	-0.35	-0.00	0.36	0.29	0.20	123.34	-56.76	199.79
1.01	-0.33	0.02	0.39	0.39	0.14	123.45	-66.84	181.49
1.03	-0.42	0.02	0.43	0.41	0.13	123.37	-64.75	159.98
1.01	-0.36	0.03	0.54	0.48	0.15	154.35	-71.91	143.31
1.00	-0.37	0.05	0.48	0.50	0.07	164.01	-68.60	117.91
0.96	-0.39	0.09	0.39	0.57	-0.04	184.15	-59.98	102.87
0.98	-0.36	0.10	0.39	0.58	-0.00	189.42	-53.19	81.88
0.94	-0.32	0.14	0.41	0.59	0.01	181.06	-56.34	59.18
0.96	-0.35	0.17	0.42	0.66	-0.04	172.53	-55.15	23.46
0.97	-0.30	0.30	0.36	0.83	-0.29	186.55	-30.94	-35.18
1.06	-0.39	0.52	0.41	0.86	-0.32	240.77	13.31	-89.01
1.21	-0.47	0.13	-0.20	0.42	2.00	75.03	4.01	106.23
1.25	-0.48	0.14	-0.17	0.61	2.00	85.91	-10.81	142.93
1.24	-0.47	0.13	-0.25	0.66	2.00	56.44	-32.28	179.12
1.13	-0.40	0.16	-0.10	0.52	1.43	-4.95	-29.82	191.90
1.06	-0.30	0.19	0.15	0.48	0.95	-14.42	-56.46	218.05
1.04	-0.30	0.19	0.17	0.51	0.74	-44.49	-54.77	214.05
1.10	-0.28	0.18	0.25	0.52	0.44	-83.75	-61.74	186.47
1.10	-0.28	0.17	0.23	0.41	0.22	-76.59	-66.22	179.04
0.99	-0.25	0.18	0.33	0.41	0.07	-50.65	-49.17	159.23
0.96	-0.20	0.19	0.27	0.28	-0.07	-38.06	-55.24	151.22
0.84	-0.19	0.19	0.22	0.33	-0.29	-56.89	-55.01	115.05
0.84	-0.15	0.15	0.21	0.37	-0.47	-65.39	-31.20	72.10
0.86	-0.15	0.13	0.17	0.38	-0.54	-75.70	-19.45	27.68
0.88	-0.16	0.13	0.43	0.34	-0.49	-56.89	3.66	-32.88
0.90	-0.12	0.14	0.48	0.42	-0.50	-46.22	23.11	-90.05
0.90	-0.12	0.15	0.54	0.55	-0.70	-21.71	46.67	-142.52
0.93	-0.10	0.13	0.61	0.56	-0.73	25.12	69.49	-186.24
1.01	-0.11	0.11	0.56	0.50	-0.61	27.51	88.02	-235.36
1.09	-0.13	0.12	0.53	0.28	-0.38	13.02	97.41	-250.00
1.19	-0.16	0.16	0.53	0.14	-0.02	-5.06	104.91	-250.00
1.28	-0.18	0.21	0.50	0.05	0.17	-18.93	112.82	-250.00
1.33	-0.20	0.24	0.56	-0.29	0.70	-15.82	119.97	-250.00
1.45	-0.26	0.27	0.50	-0.72	1.18	12.09	92.97	-250.00
1.58	-0.36	0.28	-0.12	-0.94	0.99	-4.00	96.41	-250.00
1.54	-0.34	0.28	-0.77	-1.28	1.08	-52.99	83.88	-250.00
1.37	-0.25	0.31	-0.70	-1.64	1.60	-32.17	52.24	-250.00
1.38	-0.22	0.38	-0.39	-1.40	1.74	28.66	10.03	-249.59
1.50	-0.21	0.42	-0.47	-1.11	1.49	40.75	-22.17	-233.36
1.63	-0.23	0.41	-0.48	-0.77	1.15	34.97	-70.18	-228.86
1.64	-0.17	0.36	-0.43	-0.50	0.93	29.18	-101.52	-233.19
1.61	-0.07	0.49	-0.37	-0.41	0.69	18.69	-116.52	-247.14
1.65	-0.01	0.62	-0.40	-0.38	0.61	22.53	-127.72	-245.79
0.42	0.01	-0.07	-0.48	-0.43	1.00	97.47	-151.21	-64.98
0.39	-0.07	-0.05	-0.41	-0.43	0.97	109.12	-149.74	-60.98
0.34	0.15	0.02	-0.36	-0.38	0.91	122.81	-143.15	-54.59
0.14	0.13	0.08	-0.34	-0.35	0.89	125.96	-134.49	-47.41
0.06	0.21	0.20	-0.38	-0.30	0.86	117.29	-130.56	-43.45
-0.05	0.15	0.16	-0.36	-0.27	0.86	103.31	-127.66	-42.28
-0.15	0.43	0.04	-0.32	-0.27	0.85	97.26	-121.77	-45.14
-0.31	0.45	-0.05	-0.32	-0.29	0.85	92.20	-115.94	-47.14
-0.26	0.49	0.00	-0.37	-0.32	0.87	81.35	-110.83	-47.00
-0.23	0.50	0.10	-0.34	-0.32	0.84	67.60	-108.83	-39.67
-0.31	0.50	0.13	-0.29	-0.27	0.82	76.96	-96.57	-35.38
-0.34	0.56	0.04	-0.29	-0.24	0.77	75.94	-87.31	-39.64
-0.35	0.54	-0.00	-0.32	-0.22	0.76	69.47	-79.13	-37.48
-0.41	0.69	-0.05	-0.36	-0.24	0.75	72.81	-73.28	-29.55
-0.43	0.65	-0.00	-0.43	-0.25	0.77	50.70	-76.67	-21.00
-0.45	0.63	0.03	-0.38	-0.25	0.74	46.19	-73.09	-12.31
-0.45	0.64	0.04	-0.38	-0.22	0.77	48.45	-78.66	-6.31
-0.48	0.60	0.01	-0.38	-0.31	0.79	29.27	-66.61	-20.24
-0.48	0.59	-0.02	-0.27	-0.28	0.77	55.66	-75.59	-15.79
-0.56	0.46	-0.12	-0.35	-0.33	0.78	40.82	-82.46	-19.28
-0.56	0.43	-0.27	-0.29	-0.40	0.76	48.31	-73.30	-15.64
-0.53	0.39	-0.32	-0.39	-0.38	0.80	48.70	-81.48	-15.79
-0.36	0.20	-0.30	-0.30	-0.43	0.81	62.36	-82.98	-9.71
-0.25	0.22	-0.27	-0.38	-0.45	0.81	52.92	-84.05	-7.47
-0.17	0.02	-0.10	-0.31	-0.43	0.79	54.99	-80.37	-9.40
0.16	-0.08	0.14	-0.30	-0.43	0.79	60.37	-75.68	-11.21
0.82	-0.19	0.33	-0.30	-0.42	0.76	52.38	-64.56	-16.72
2.00	-0.28	0.39	-0.27	-0.36	0.81	46.56	-56.83	-11.84
2.00	-0.54	0.47	-0.29	-0.37	0.86	31.58	-50.32	-5.54
2.00	-0.41	1.28	-0.27	-0.40	0.86	21.06	-46.41	5.14
2.00	0.10	1.52	-0.21	-0.34	0.82	28.98	-45.66	-2.52
2.00	0.77	1.34	-0.21	-0.29	0.79	45.86	-49.61	-11.97
-0.82	0.26	-0.16	-0.22	-0.19	0.59	19.87	12.36	19.59
-0.99	0.25	-0.15	-0.23	-0.15	0.61	19.36	13.26	16.43
-1.15	0.25	-0.10	-0.25	-0.14	0.65	3.46	8.87	9.80
-1.27	0.24	0.02	-0.23	-0.17	0.69	9.93	11.64	10.45
-1.22	0.05	0.00	-0.30	-0.16	0.72	6.90	13.98	11.60
-1.05	-0.05	-0.08	-0.34	-0.14	0.78	13.92	20.20	7.62
-0.64	-0.20	-0.04	-0.40	-0.15	0.83	8.51	25.12	6.91
-0.17	-0.56	0.24	-0.47	-0.20	0.95	-0.73	29.98	7.64
-0.01	-0.73	0.36	-0.53	-0.25	1.09	-12.86	30.62	14.37
0.28	-0.98	0.34	-0.58	-0.26	1.18	-28.56	30.33	20.72
0.73	-1.26	0.19	-0.57	-0.27	1.20	-36.87	32.37	29.47
1.29	-1.62	0.14	-0.53	-0.25	1.22	-33.40	41.15	38.72
1.64	-2.00	0.08	-0.53	-0.25	1.27	-27.12	50.55	51.99
0.86	-2.00	0.31	-0.55	-0.25	1.33	-29.60	55.48	65.66
0.52	-2.00	0.86	-0.53	-0.25	1.34	-37.70	58.14	78.32
0.37	-2.00	1.26	-0.49	-0.22	1.36	-43.25	60.33	92.42
0.76	-2.00	1.61	-0.46	-0.18	1.35	-37.93	60.13	106.33
1.25	-2.00	1.41	-0.45	-0.16	1.31	-39.77	65.74	119.30
1.52	-2.00	1.26	-0.43	-0.12	1.29	-31.82	70.16	131.38
1.71	-1.88	1.11	-0.42	-0.04	1.26	-20.65	75.70	141.84
1.45	-1.40	0.97	-0.51	0.01	1.26	-23.77	79.19	155.91
1.28	-1.23	0.87	-0.57	0.12	1.24	-28.66	76.36	171.10
1.18	-0.90	0.63	-0.63	0.13	1.23	-45.91	78.35	184.50
1.29	-0.75	0.51	-0.66	0.13	1.18	-54.27	74.71	206.00
1.41	-0.65	0.43	-0.57	0.16	1.05	-29.85	80.42	217.02
1.45	-0.56	0.36	-0.52	0.20	1.00	-9.38	85.94	217.43
1.38	-0.51	0.29	-0.52	0.24	0.97	6.49	86.07	220.53
1.24	-0.46	0.25	-0.49	0.20	0.81	10.73	76.86	233.25
1.11	-0.45	0.22	-0.52	0.28	0.70	-4.04	71.85	238.96
1.03	-0.49	0.22	-0.24	0.14	0.66	-11.70	66.78	244.71
1.04	-0.53	0.20	-0.17	0.22	0.60	8.23	65.29	250.00
1.01	-0.56	0.16	-0.13	0.31	0.64	30.87	74.78	250.00
1.17	-0.20	0.00	0.47	0.25	0.19	127.86	-51.23	172.53
1.14	-0.17	-0.05	0.47	0.27	0.13	152.14	-36.01	153.28
1.02	-0.27	0.04	0.32	0.46	0.10	154.92	-40.48	140.57
1.03	-0.34	0.04	0.33	0.43	0.00	154.53	-31.59	137.91
1.00	-0.33	0.05	0.45	0.50	-0.05	182.54	-40.79	129.63
1.03	-0.37	0.04	0.44	0.48	-0.08	197.95	-37.13	112.65
1.03	-0.39	0.04	0.52	0.58	-0.11	229.67	-34.91	87.32
1.03	-0.36	0.02	0.51	0.65	-0.14	248.97	-19.71	50.13
1.04	-0.40	0.02	0.52	0.63	-0.15	250.00	-11.25	15.27
0.99	-0.36	0.02	0.46	0.71	-0.23	250.00	-4.21	-26.02
0.97	-0.36	0.03	0.43	0.77	-0.34	250.00	4.20	-69.02
0.97	-0.38	0.05	0.39	0.75	-0.40	250.00	15.50	-119.87
0.99	-0.37	0.09	0.34	0.72	-0.38	250.00	26.78	-174.38
0.99	-0.33	0.11	0.32	0.55	-0.30	250.00	42.44	-232.88
1.00	-0.33	0.13	0.28	0.40	-0.30	250.00	61.82	-250.00
1.03	-0.25	0.13	0.13	0.25	-0.25	250.00	69.87	-250.00
1.01	-0.30	0.18	-0.03	0.22	-0.04	214.75	68.86	-250.00
