0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.78	2448.68	14146.34	24.42
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.60	2228.74	10261.35	24.59
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.48	2184.75	9781.19	24.76
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.38	2150.54	9417.80	24.91
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.29	2116.32	9081.78	25.07
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.22	2087.00	8813.13	25.22
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.17	2062.56	8609.13	25.37
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.15	2052.79	8528.19	25.52
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.15	2047.90	8507.89	25.67
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.14	2043.01	8467.61	25.82
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.13	2033.24	8387.34	25.96
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.08	2013.69	8208.28	26.09
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.03	1989.25	8011.44	26.23
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.99	1969.70	7855.68	26.36
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.97	1964.81	7797.78	26.50
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.98	1959.92	7797.54	26.63
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.99	1964.81	7836.19	26.77
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.98	1959.92	7797.54	26.91
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.95	1950.15	7701.46	27.04
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.91	1930.60	7548.76	27.18
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.87	1911.05	7397.60	27.29
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.85	1901.27	7322.59	27.41
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.85	1901.27	7322.59	27.54
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.86	1906.16	7360.04	27.67
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.87	1906.16	7378.68	27.80
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.85	1901.27	7322.59	27.92
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.82	1886.61	7210.79	28.05
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.79	1871.95	7099.85	28.18
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.76	1857.28	6989.77	28.30
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.75	1847.51	6934.92	28.43
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.74	1842.62	6898.57	28.56
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.73	1837.73	6862.30	28.71
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.83	1852.39	7098.13	30.21
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.75	1837.73	6898.23	30.25
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.76	1842.62	6934.59	30.37
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.78	1852.39	7007.59	30.49
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.78	1857.28	7026.08	30.60
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.75	1842.62	6916.58	30.71
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.71	1827.96	6790.07	30.84
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.68	1813.29	6664.70	30.95
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.68	1808.41	6646.73	31.07
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.69	1813.29	6682.42	31.18
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.70	1823.07	6736.27	31.30
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.70	1823.07	6754.09	31.42
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.69	1818.18	6700.44	31.53
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.66	1803.52	6593.51	31.65
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.63	1788.86	6487.45	31.76
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.60	1774.19	6382.24	31.86
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.61	1774.19	6399.58	31.98
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.62	1783.97	6452.28	32.09
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.64	1788.86	6504.93	32.21
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.64	1788.86	6504.93	32.32
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.62	1779.08	6434.60	32.43
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.58	1764.42	6312.58	32.54
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.56	1749.76	6225.91	32.64
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.55	1749.76	6208.81	32.75
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.56	1754.64	6243.31	32.86
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.59	1759.53	6312.29	32.97
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.59	1769.31	6347.36	33.08
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.59	1764.42	6329.83	33.19
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.57	1754.64	6260.46	33.31
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.55	1749.76	6208.81	33.42
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.54	1744.87	6174.41	33.54
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.54	1739.98	6157.12	33.66
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.64	1749.76	6362.75	35.01
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.59	1749.76	6277.23	35.04
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.58	1749.76	6260.12	35.16
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.58	1754.64	6277.61	35.26
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.61	1764.42	6364.32	35.37
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.62	1774.19	6416.93	35.49
