0.16	-0.84	1.47	0.79	0.09	0.21	-38.55	68.86	-21.42
0.22	-0.61	1.12	1.00	-0.02	0.39	-34.55	85.05	-18.66
0.25	-0.52	0.95	1.15	-0.13	0.52	-49.37	93.39	-19.67
0.34	-0.38	0.65	1.36	-0.40	0.79	-64.34	82.18	-8.13
0.38	-0.27	0.45	1.57	-0.63	1.09	-58.55	74.04	8.04
0.36	-0.22	0.38	1.67	-0.70	1.20	-20.19	64.24	5.84
0.23	-0.11	0.24	1.67	-0.62	1.13	-1.46	74.90	-10.74
0.06	-0.04	0.13	1.51	-0.72	0.82	-9.47	85.53	-17.38
0.00	0.02	0.07	1.42	-0.83	0.72	-51.88	70.65	-0.68
-0.02	0.06	-0.06	1.60	-1.16	1.04	-27.34	34.92	13.41
-0.05	0.14	-0.11	2.00	-1.26	1.27	17.58	-7.61	-2.40
-0.02	0.12	-0.20	2.00	-1.32	1.29	20.84	-48.23	-7.32
-0.02	0.16	-0.37	1.94	-1.35	1.28	19.99	-82.41	2.66
0.00	0.17	-0.43	1.70	-1.18	1.17	17.65	-104.88	14.25
0.11	0.13	-0.34	1.65	-1.08	1.08	21.72	-119.17	14.98
0.21	0.04	-0.01	1.55	-0.91	0.88	33.30	-128.11	14.99
0.27	-0.14	0.31	1.45	-0.84	0.79	40.56	-133.97	12.42
0.58	-0.75	1.41	1.22	-0.70	0.63	44.99	-135.48	14.82
0.65	-0.75	1.56	1.08	-0.52	0.39	49.10	-134.91	16.72
0.53	-0.46	1.15	1.00	-0.43	0.29	52.97	-132.65	20.40
0.59	-0.64	1.18	0.82	-0.23	0.08	52.77	-126.96	22.26
0.70	-0.99	1.63	0.63	0.00	-0.09	53.52	-112.13	21.41
-0.52	-1.13	2.00	0.47	0.26	-0.29	72.53	-85.85	17.52
-0.75	-1.33	2.00	0.24	0.47	-0.49	54.55	-49.03	18.95
-0.15	-1.30	2.00	0.24	0.53	-0.52	36.53	-8.86	15.32
-0.01	-1.28	2.00	0.31	0.45	-0.40	50.74	24.41	9.54
0.08	-1.26	1.96	0.37	0.25	-0.27	70.86	65.08	-4.51
0.23	-1.16	1.58	0.34	0.13	-0.14	80.25	105.08	-25.22
0.31	-1.02	1.24	0.72	0.01	0.08	83.51	156.20	-34.24
0.32	-0.69	0.90	1.00	0.00	0.30	121.70	185.18	-57.43
0.17	-0.45	0.60	1.41	-0.44	1.07	4.12	157.19	-79.33
0.26	-0.20	0.14	1.59	-0.91	2.00	-86.38	149.60	-65.60
0.81	-0.52	1.40	0.54	0.10	-0.08	22.85	-128.41	-10.07
1.48	-0.86	1.54	0.50	0.16	-0.23	40.03	-114.40	-13.98
0.62	-0.89	2.00	0.32	0.32	-0.39	42.94	-93.01	-7.95
-0.36	-1.60	2.00	0.17	0.38	-0.45	58.43	-65.30	-8.52
-0.11	-1.67	2.00	0.14	0.35	-0.41	86.76	-35.21	-13.58
0.30	-1.06	2.00	0.11	0.19	-0.40	115.75	10.85	-17.78
0.17	-1.14	2.00	0.06	-0.07	-0.07	88.01	44.87	-33.21
0.08	-1.10	2.00	-0.05	0.15	-0.41	73.68	103.49	-23.05
0.35	-0.99	1.66	0.27	0.20	-0.31	79.88	137.40	-28.66
0.35	-0.74	1.14	0.52	0.06	-0.15	72.43	160.24	-37.08
0.30	-0.61	0.95	0.55	-0.01	-0.05	14.28	179.91	-44.80
0.28	-0.36	0.57	0.76	-0.26	0.39	71.33	222.58	-43.01
0.38	-0.26	0.39	1.63	-0.83	1.33	-61.90	159.50	-53.48
0.50	-0.04	0.06	1.52	-1.07	2.00	-155.71	166.25	-16.11
0.32	-0.00	-0.18	1.54	-0.89	1.29	-85.48	191.54	-10.88
0.20	0.04	-0.32	1.27	-0.97	0.76	-250.00	132.27	63.42
-0.05	0.15	-0.22	1.27	-0.97	0.76	-250.00	150.74	88.61
-0.21	0.22	-0.42	2.00	-1.55	2.00	3.69	74.16	-5.84
-0.34	0.41	-0.71	2.00	-1.60	1.70	73.20	20.42	-81.07
-0.35	0.62	-0.97	2.00	-1.63	1.29	78.50	-15.00	-65.01
-0.20	0.43	-0.66	1.73	-1.49	1.38	63.25	-61.63	-10.86
-0.01	0.23	-0.49	1.82	-1.42	1.31	62.82	-102.88	15.34
0.18	0.13	-0.26	1.70	-1.18	1.20	74.64	-126.33	13.70
